0.7106024730334124,0.771310181531176,0.7340173638516181,0.7386477242830828|0.9510630000000049
0.709536820192558,0.7711423367161072,0.73224043715847,0.7376788966952894|0.9994389999999953
0.7107077803799117,0.7724434035909445,0.7334113973458236,0.7389799635701267|1.1718890000000215
0.7125850340136055,0.7749215070643642,0.7366562009419153,0.7413919413919406|1.0744310000000041
0.709376630151278,0.7708659363588941,0.7331768388106417,0.7378455920709434|1.1320530000000133
0.7120730738681494,0.7738284352660842,0.7351072279586974,0.7402965316388662|1.0325789999999984
0.7133937960042063,0.7756309148264984,0.7350157728706626,0.7414300736067291|1.070810999999992
0.7179994721562418,0.7808788598574822,0.7422802850356296,0.7470572710477692|1.0556170000000122
0.710512620348686,0.7718579234972678,0.7345823575331772,0.7390320062451202|1.0235279999999989
0.7257587966693527,0.7888127853881278,0.7493956486704272,0.7546602202524839|1.006288000000012
