0.5824823252160253,0.6593349044252422,0.6207122283320241,0.621654883477349|0.18274800000000369
0.5785156250000002,0.6549479166666667,0.6165364583333333,0.6174739583333322|0.1823660000000018
0.5847791798107257,0.661540483701367,0.6235541535226078,0.6241062039957928|0.1849640000000079
0.5794771241830067,0.6562091503267975,0.6173856209150327,0.6184836601307178|0.2206210000000084
0.5851735015772872,0.6619348054679285,0.6235541535226078,0.6243690851735004|0.2502810000000011
0.583069202324353,0.6594030639197043,0.6217643951399894,0.6222134178552552|0.18152900000001182
0.5881652104845116,0.6654752449033625,0.6264230871061689,0.627508604712734|0.18332599999999388
0.5777256129368806,0.6542775169535734,0.6159363588941054,0.61677099634846|0.17728999999999928
0.5797272488853922,0.6559139784946237,0.617755048518227,0.6185942827170196|0.23521000000000925
0.5767473118279571,0.6487903225806452,0.6158602150537634,0.6146236559139772|0.21498400000000117
